crop_type,region,disease_severity,fertilizer_used,soil_ph,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,npk_ratio,heat_humidity_index,disease_label,KMeans_Cluster,DBSCAN_Cluster
0.6520347281449074,0.8542261882667355,0.7740529578991624,-1.503963018795596,-0.9640398041426588,0.1145809360447136,-1.4656488561284482,-1.0561386025067183,1.6022198383954114,1.25635167789194,2.257855177906434,2.5717278782844883,2.254732747471928,5,2,0
-0.639465383987897,-0.2268730061216503,0.7740529578991624,-1.503963018795596,-1.2221942992598387,-1.3227391119197094,-0.9528764443759564,-0.8702649921739423,1.4713787382552317,-1.3952934590508306,-0.4688983739972718,-0.3947450314554413,0.2145361365846722,5,0,0
0.6520347281449074,0.8542261882667355,0.7740529578991624,-1.503963018795596,-1.0673016021895303,0.032448361875318,-0.5866104359813196,-0.1732389534260316,0.3955741371026404,0.9119821795876842,1.2307198669547894,0.3661999867813723,0.8423280696730071,13,2,0
1.0825347655225088,-1.307972200510036,0.7740529578991624,-1.503963018795596,0.1890502740474146,-0.2550156477175666,1.8307452194232845,0.1520398646563266,0.0321266367132516,1.0411207414517802,-0.1239359488097383,-1.12436296394811,0.559461985688015,7,1,0
-1.5004654587431,0.8542261882667355,-0.3392830550371656,0.6649099662043687,-0.6542544100020411,-0.1728830735481709,0.2924279841658092,-1.1490754076731065,0.4973394372116692,-1.7827091446431187,-0.8836284806834077,0.5623761670133689,-0.6180748222484793,8,0,0
0.2215346907673059,-1.307972200510036,0.7740529578991624,0.6649099662043687,-2.5818079735436568,1.9214975677714168,2.4259274830645694,1.964307565400894,-0.3022450636449862,0.1285415709455023,0.5640509104125897,-0.5875536138038185,-0.1894518601766809,4,1,0
-0.2089653466102955,0.8542261882667355,0.7740529578991624,-1.503963018795596,1.3249300525630097,-0.5424796573104511,0.2924279841658092,-1.613759433505047,-1.6251939650623612,0.3609909823008754,-1.0502957198189575,0.6390487981013453,-1.2459030900939092,3,0,0
-1.0699654213654983,-1.307972200510036,-1.4526190679734936,0.6649099662043687,0.3611532707922026,0.8948403906539718,0.7319471942393735,0.5237870853218789,0.1048161367911293,-0.8959576865096597,-0.2809132321815933,-0.0270859951603074,-0.3790647900772173,15,1,0
-1.0699654213654983,-1.307972200510036,0.7740529578991624,0.6649099662043687,-0.8263574067468291,0.8537741035692741,-0.2935976292656099,0.0126346569067444,-0.7093062640811012,1.1186038785702384,0.0698631664641568,0.8730453514987333,-0.1347862181271721,15,1,0
1.5130348029001102,-1.307972200510036,0.7740529578991624,0.6649099662043687,0.4644150688390742,1.1412381131621587,-0.5133572343023921,0.3379134749891028,-0.2586313635982594,0.5590034438258223,0.3780037597496504,0.976922326137761,0.0491039875308937,11,1,0
-0.639465383987897,-0.2268730061216503,0.7740529578991624,-1.503963018795596,-0.0346836217208084,0.032448361875318,-1.9051680662020123,-1.2420122128394946,-0.1859418635203816,0.0037076278102093,-1.4204520299920975,3.6117534399516695,-0.1508552644524599,11,0,0
-0.639465383987897,-1.307972200510036,0.7740529578991624,-1.503963018795596,-1.6524517911218064,-2.3493962890371543,-0.1470912259077552,-1.3814174205890766,1.500454538286382,-2.0065493185408854,0.0446692814785505,-1.8347804245330768,-0.2097266546357206,5,0,0
-1.0699654213654983,-1.307972200510036,-1.4526190679734936,-1.503963018795596,-1.015670703166094,0.032448361875318,0.4389343875236639,0.5237870853218789,-0.1423281634736549,0.0037076278102093,1.6338220267244912,-0.6335121901786365,-0.1147475995892503,1,1,0
-1.5004654587431,0.8542261882667355,-0.3392830550371656,0.6649099662043687,0.9290931600500002,-0.37821450897166,-1.1726360494127386,-1.0096701999235245,0.9334764376789356,0.1629785207759272,-0.6491315512019943,1.35082830589258,0.8780814706545391,8,0,0
1.5130348029001102,0.8542261882667355,-0.3392830550371656,0.6649099662043687,1.3765609515864463,0.0735146489600158,-0.1470912259077552,0.1985082672395206,-1.2617464646729724,-0.9906592985433296,-0.1723857276282121,-0.1432012343527057,-1.3625558277475784,10,1,0
1.0825347655225088,0.8542261882667355,-1.4526190679734936,0.6649099662043687,-0.5854132113041262,-0.0086179252093797,-0.5866104359813196,0.2449766698227146,0.5264152372428207,0.8861544672148653,-0.7770389672827653,-0.0452595187508303,0.95285840075616,17,2,0
-0.639465383987897,-0.2268730061216503,-1.4526190679734936,0.6649099662043687,0.1374193750239795,-1.0763413894115226,-1.3923956544495208,-0.6843913818411661,0.9770901377256626,-1.6793982951518416,-0.6898293654095125,0.0565975684571107,-0.2783630107882765,0,0,0
-1.5004654587431,0.8542261882667355,-1.4526190679734936,0.6649099662043687,0.5676768668859473,0.032448361875318,-1.245889251091666,-1.0096701999235245,1.0061659377568135,-1.7568814322702997,0.3838177332078669,2.063480092492381,-0.3119181589655587,17,0,0
-1.0699654213654983,-1.307972200510036,-1.4526190679734936,0.6649099662043687,1.118406456469265,-0.8299436669033358,-0.2203444275866825,-0.7773281870075541,-0.0841765634113529,1.0066837916213554,1.0485486985973278,-0.2835147114384103,0.4286568601458225,1,0,0
